year,department_code,department_name,geo_code,lat,lon,ps_tavg_c,ps_tmin_c,ps_tmax_c,ps_prcp_mm,ps_et0_mm,ps_ndvi_modis_med,ps_ndvi_s2_med,ps_ndvi_copernicus_med,ps_ndvi_fused,ndvi_source,s2_scene_count_ps,ps_s2_cloud_med,modis_coverage,s2_coverage,fused_coverage,clay_g_kg,sand_g_kg,silt_g_kg,phh2o,soc_dg_kg,yield_t_ha,yield_source,n_missing_features,has_yield,spring_prcp_mm,spring_tavg_c,gdd_sum,summer_prcp_mm,summer_tavg_c,gdd_mar_jul,drought_spring_flag
2014,06,Alpes-Maritimes,FR_06,43.833,7.094,16.045303020463745,12.572991198051549,20.61031713634897,666.9999999999999,0.0,0.7594000000000001,,0.7594000000000001,0.7594000000000001,modis,,,1,0,1,304.0,247.0,449.0,70.0,845.0,4.0,agreste_saa,3,1,111.29999999999998,14.662670250896058,77.0005998868138,39.8,22.413552631578945,88.81511601584607,0
2015,06,Alpes-Maritimes,FR_06,43.833,7.094,14.490479807451862,10.825996543778803,19.409289729088115,283.70000000000005,0.0,0.7010000000000001,,,0.7010000000000001,modis,,,1,0,1,304.0,247.0,449.0,70.0,845.0,4.0,agreste_saa,4,1,83.0,14.773974849644617,81.85824646631232,15.3,24.731064184495693,93.78405291792522,1
2016,06,Alpes-Maritimes,FR_06,43.833,7.094,15.165017394054397,11.235448717948715,19.928043802834672,287.3,0.0,0.7201500000000001,,,0.7201500000000001,modis,,,1,0,1,304.0,247.0,449.0,70.0,845.0,4.2,agreste_saa,4,1,69.0,12.34961349970176,69.61812754912866,24.5,20.61779569892473,78.28443189695474,1
2017,06,Alpes-Maritimes,FR_06,43.833,7.094,14.144339803171132,10.01866440294284,18.98042091114884,198.3,0.0,0.6365000000000001,,,0.6365000000000001,modis,,,1,0,1,304.0,247.0,449.0,70.0,845.0,2.727,agreste_saa,4,1,160.10000000000002,15.039318996415773,80.3824193548387,3.0,23.96368279569892,93.04532258064516,0
2018,06,Alpes-Maritimes,FR_06,43.833,7.094,15.698844086021506,12.1669623655914,20.019341397849463,395.8,0.0,0.7774000000000001,0.8205792346322824,,0.8205792346322824,s2,47.0,11.321187,1,1,1,304.0,247.0,449.0,70.0,845.0,4.0,agreste_saa,1,1,350.29999999999995,14.62336917562724,80.98409370199693,53.4,23.723928571428573,91.31796466973886,0
2019,06,Alpes-Maritimes,FR_06,43.833,7.094,15.516149193548388,12.122137096774194,19.73934139784946,513.0,0.0,0.74885,0.7156141635494817,,0.7156141635494817,s2,47.0,11.302948,1,1,1,304.0,247.0,449.0,70.0,845.0,3.2,agreste_saa,1,1,145.9,13.457670250896058,76.26072580645162,42.49999999999999,23.918857526881723,88.21072580645162,0
2020,06,Alpes-Maritimes,FR_06,43.833,7.094,14.269119623655914,10.54497311827957,18.49731182795699,304.6,0.0,0.66415,0.7371095110368382,,0.7371095110368382,s2,52.0,8.38874725,1,1,1,304.0,247.0,449.0,70.0,845.0,4.0,agreste_saa,1,1,230.2,14.322965949820787,76.50752688172042,89.3,22.17576612903225,87.32043010752687,0
2021,06,Alpes-Maritimes,FR_06,43.833,7.094,13.376491935483871,9.603391577060933,17.703947132616488,858.5,0.0,0.77775,0.8330053642014498,,0.8330053642014498,s2,52.0,2.46078425,1,1,1,304.0,247.0,449.0,70.0,845.0,2.0,agreste_saa,1,1,554.3,12.002813620071684,70.84014336917562,204.4,22.208324372759854,80.42508960573477,0
2022,06,Alpes-Maritimes,FR_06,43.833,7.094,14.496975806451612,10.782267025089606,18.70195788530465,945.8,0.0,0.7681500000000001,0.3960363776820745,,0.3960363776820745,s2,78.0,11.1634755,1,1,1,304.0,247.0,449.0,70.0,845.0,2.1,agreste_saa,1,1,459.6,13.299927185249766,79.03873937212649,140.7,24.313296112489663,88.52637378072862,0
2023,06,Alpes-Maritimes,FR_06,43.833,7.094,14.299578853046594,10.55508064516129,18.61216845878136,734.0999999999999,0.0,0.7667,0.3453722402725305,,0.3453722402725305,s2,86.0,6.350777750000001,1,1,1,304.0,247.0,449.0,70.0,845.0,2.509,agreste_saa,1,1,634.3,13.187676224611709,74.21102150537635,328.6,22.738512544802862,85.04005376344087,0
2024,06,Alpes-Maritimes,FR_06,43.833,7.094,14.114596477082491,10.72110331565396,18.13399201146972,547.4,0.0,0.7553000000000001,0.3242101734251382,,0.3242101734251382,s2,43.0,7.386084249999999,1,1,1,304.0,247.0,449.0,70.0,845.0,2.957,agreste_saa,1,1,838.95,14.286362007168458,76.82401433691757,306.1,22.785421146953404,88.42992831541218,0
2010,07,Ardèche,FR_07,44.751,4.473,9.648791670967883,5.570470780438251,14.229662290645798,673.9,0.0,0.6385500000000001,,0.6385500000000001,0.6385500000000001,modis,,,1,0,1,216.0,419.0,365.0,63.0,698.0,3.972,agreste_saa,3,1,431.2,11.034759668930851,68.65744973849988,241.9,21.18756097560976,75.47940095801206,0
2011,07,Ardèche,FR_07,44.751,4.473,13.333828365799317,8.907124322029814,18.61757613841528,350.8,0.0,0.61875,,0.61875,0.61875,modis,,,1,0,1,216.0,419.0,365.0,63.0,698.0,3.0,agreste_saa,3,1,89.7,14.922924901185771,76.80494394494394,172.3,20.961562881562884,86.69190046668308,1
2012,07,Ardèche,FR_07,44.751,4.473,10.80278384334586,7.210410082204932,15.900765965697383,595.2,0.0,0.61045,,0.61045,0.61045,modis,,,1,0,1,216.0,419.0,365.0,63.0,698.0,3.6,agreste_saa,3,1,414.6,11.94557650204202,66.18470441043523,245.3,20.29486657303371,76.42646265219346,0
2013,07,Ardèche,FR_07,44.751,4.473,11.24609756097561,7.29469256015816,15.86946855630124,561.1,0.0,0.6739,,0.6739,0.6739,modis,,,1,0,1,216.0,419.0,365.0,63.0,698.0,3.989,agreste_saa,3,1,683.9,10.092231773957083,64.6672043451527,203.5,20.71451680672269,71.70572893531663,0
2014,07,Ardèche,FR_07,44.751,4.473,12.150831458551204,8.110189747696003,17.052170463032112,912.4,0.0,0.59875,,0.59875,0.59875,modis,,,1,0,1,216.0,419.0,365.0,63.0,698.0,2.986,agreste_saa,3,1,231.4,12.328751147842056,68.92908402203857,316.4,20.5714152892562,78.12908402203857,0
2015,07,Ardèche,FR_07,44.751,4.473,11.478886779382275,7.119588308371009,16.450613590263693,645.5,0.0,0.61755,,,0.61755,modis,,,1,0,1,216.0,419.0,365.0,63.0,698.0,2.781,agreste_saa,4,1,208.2,12.81374551971326,75.45469367907268,191.2,23.111567269643867,84.66437109842752,0
2016,07,Ardèche,FR_07,44.751,4.473,11.172298387096776,6.502967569414292,16.509818934789536,641.1,0.0,0.61585,,,0.61585,modis,,,1,0,1,216.0,419.0,365.0,63.0,698.0,3.779,agreste_saa,4,1,363.4,11.066980723839498,67.6766129032258,279.2,20.967916666666664,75.13677550485181,0
2017,07,Ardèche,FR_07,44.751,4.473,10.45013679421378,5.823378065574365,15.684388528301776,277.5,0.0,0.6007,,,0.6007,modis,,,1,0,1,216.0,419.0,365.0,63.0,698.0,3.885,agreste_saa,4,1,389.8,12.804175793410826,72.30278512886343,233.2,22.26909581646424,82.95071901316095,0
2018,07,Ardèche,FR_07,44.751,4.473,12.111738560510062,7.687986127039732,17.11597911497105,757.1,0.0,0.6737500000000001,0.667641827106314,,0.667641827106314,s2,28.0,12.499748749999998,1,1,1,216.0,419.0,365.0,63.0,698.0,3.8,agreste_saa,1,1,604.1,12.410351375954273,73.74325549227956,189.9,22.107713585434173,81.44648129873117,0
2019,07,Ardèche,FR_07,44.751,4.473,12.135554756435894,7.8645295810028015,16.952127495156308,758.9000000000001,0.0,0.6266,0.4333572409561382,,0.4333572409561382,s2,17.0,14.80694875,1,1,1,216.0,419.0,365.0,63.0,698.0,3.986,agreste_saa,1,1,301.2,11.699698861623505,70.89569409699364,205.7,22.74764516129032,80.59438690745115,0
2020,07,Ardèche,FR_07,44.751,4.473,11.472679176992898,7.0586294434316965,16.468819568231332,451.7,0.0,0.6070500000000001,0.5201530091486699,,0.5201530091486699,s2,19.0,3.530327,1,1,1,216.0,419.0,365.0,63.0,698.0,3.788,agreste_saa,1,1,253.6,13.19844426033324,73.55383398970238,268.3,21.52630942788074,82.6479516367612,0
2021,07,Ardèche,FR_07,44.751,4.473,10.789956989247312,6.428510752688172,15.889575268817204,738.5,0.0,0.6577000000000001,0.7118008711431094,,0.7118008711431094,s2,24.0,11.303982,1,1,1,216.0,419.0,365.0,63.0,698.0,4.188000000000001,agreste_saa,1,1,378.5,10.914494623655914,67.14316129032258,384.5,21.35564516129032,75.45477419354839,0
2022,07,Ardèche,FR_07,44.751,4.473,12.461591397849462,8.098994623655914,17.394913978494625,1153.3,0.0,0.6493,0.4930220210305095,,0.4930220210305095,s2,31.0,13.808068,1,1,1,216.0,419.0,365.0,63.0,698.0,4.470000000000001,agreste_saa,1,1,181.6,13.089118279569892,79.01608602150537,161.9,24.20339784946237,87.6741505376344,0
2023,07,Ardèche,FR_07,44.751,4.473,12.726150537634409,7.752806451612903,18.39911290322581,636.0,0.0,0.6960500000000001,0.3954979820286471,,0.3954979820286471,s2,42.0,1.83653925,1,1,1,216.0,419.0,365.0,63.0,698.0,4.456,agreste_saa,1,1,439.0,12.426114695340502,72.5878494623656,475.9,22.437655913978496,82.1536559139785,0
2024,07,Ardèche,FR_07,44.751,4.473,11.32055376344086,7.334209677419355,16.279263440860216,862.9,0.0,0.6796500000000001,0.3313785107324368,,0.3313785107324368,s2,26.0,17.156343,1,1,1,216.0,419.0,365.0,63.0,698.0,4.194,agreste_saa,1,1,815.9,12.39617204301075,69.76563440860215,389.9,21.39694623655914,79.98240860215053,0
2010,08,Ardennes,FR_08,49.608,4.661,7.005137792549508,3.717889725670046,10.513411337538912,0.0,0.0,0.29395,,0.29395,0.29395,modis,,,1,0,1,341.0,206.0,453.0,62.0,717.0,7.81,agreste_saa,3,1,0.0,9.162667877937864,58.27330156402737,0.0,18.33993157380254,64.16786678141867,1
2011,08,Ardennes,FR_08,49.608,4.661,9.947686143390188,6.115432853011967,14.27299580693568,0.0,0.0,0.5665,,0.5665,0.5665,modis,,,1,0,1,341.0,206.0,453.0,62.0,717.0,7.979999999999999,agreste_saa,3,1,0.0,11.412980604588896,59.48469266449759,0.0,16.164735890481726,66.56841359473015,1
2012,08,Ardennes,FR_08,49.608,4.661,8.616925005850426,4.778537174188834,12.628699606565798,196.2,0.0,0.73475,,0.73475,0.73475,modis,,,1,0,1,341.0,206.0,453.0,62.0,717.0,7.07,agreste_saa,3,1,19.3,9.914849376114082,54.06126039464412,189.9,16.133062015503874,62.01067215935,1
2013,08,Ardennes,FR_08,49.608,4.661,9.116287961206918,5.23013385126876,13.024331200390789,177.0,0.0,0.4745,,0.4745,0.4745,modis,,,1,0,1,341.0,206.0,453.0,62.0,717.0,7.87,agreste_saa,3,1,170.89999999999998,7.527813643683209,55.03814567075436,93.9,17.808034188034185,58.199509307118,0
2014,08,Ardennes,FR_08,49.608,4.661,9.744454009516572,5.871135435744811,13.74496167027417,168.8,0.0,0.5866,,0.5866,0.5866,modis,,,1,0,1,341.0,206.0,453.0,62.0,717.0,8.99,agreste_saa,3,1,65.19999999999999,10.29168333527582,58.292206909303424,134.9,17.402831325301204,65.68071265642986,1
2015,08,Ardennes,FR_08,49.608,4.661,10.139325177412305,5.904180745554036,14.15750423591187,153.2,0.0,0.7023,,,0.7023,modis,,,1,0,1,341.0,206.0,453.0,62.0,717.0,9.19,agreste_saa,4,1,66.7,9.342625830959165,58.27399209804871,26.7,18.103057302585604,64.2339920980487,1
2016,08,Ardennes,FR_08,49.608,4.661,8.259332646520146,3.6570386039590255,13.14046336996337,59.5,0.0,0.6646500000000001,,,0.6646500000000001,modis,,,1,0,1,341.0,206.0,453.0,62.0,717.0,5.55,agreste_saa,4,1,175.7,8.769452185624163,55.87715364973565,116.7,17.246423862887276,60.80120428264705,0
2017,08,Ardennes,FR_08,49.608,4.661,8.477053654964813,4.602718823528506,12.49564857123721,203.9,0.0,0.6882,,,0.6882,modis,,,1,0,1,341.0,206.0,453.0,62.0,717.0,7.9,agreste_saa,4,1,76.1,10.326036785473892,59.3522687512033,94.3,18.48126524390244,67.94064084422655,1
2018,08,Ardennes,FR_08,49.608,4.661,9.496316781383154,4.960029832092329,14.224119103248777,103.3,0.0,0.692,0.7298482274853767,,0.7298482274853767,s2,60.0,13.531890999999998,1,1,1,341.0,206.0,453.0,62.0,717.0,7.8,agreste_saa,1,1,95.9,10.910588363886198,67.01599730556129,55.6,19.681750253292805,72.09526559824421,1
2019,08,Ardennes,FR_08,49.608,4.661,9.640180680065548,6.104362009197988,13.292930960436566,190.2,0.0,0.7022,0.5824906904173397,,0.5824906904173397,s2,36.0,22.97249,1,1,1,341.0,206.0,453.0,62.0,717.0,8.3,agreste_saa,1,1,116.5,9.66661826773007,59.14149069715876,58.4,18.95628803245436,66.91243086809894,0
2020,08,Ardennes,FR_08,49.608,4.661,10.049268286143286,6.456867830634278,14.046017524142524,182.8,0.0,0.5891500000000001,0.3117864057870855,,0.3117864057870855,s2,52.0,4.0251265,1,1,1,341.0,206.0,453.0,62.0,717.0,8.4,agreste_saa,1,1,82.1,10.863327120223673,60.55121462730355,73.10000000000001,17.362944219523165,67.31586979971735,1
2021,08,Ardennes,FR_08,49.608,4.661,9.129831989247313,5.496404569892473,13.190705645161293,483.1,0.0,0.6797,0.4635559284780376,,0.4635559284780376,s2,51.0,9.4258665,1,1,1,341.0,206.0,453.0,62.0,717.0,7.9,agreste_saa,1,1,314.0,8.099775985663083,54.55575268817204,459.5,18.21329301075269,60.725913978494624,0
2022,08,Ardennes,FR_08,49.608,4.661,10.083548387096776,6.574139784946236,13.963125,616.7,0.0,0.5891,0.4006428930631802,,0.4006428930631802,s2,57.0,12.3024195,1,1,1,341.0,206.0,453.0,62.0,717.0,8.4,agreste_saa,1,1,186.2,10.6356541218638,62.04588112305855,241.8,18.75373357228196,69.41442951015532,0
2023,08,Ardennes,FR_08,49.608,4.661,11.139388440860214,7.713474462365592,14.95483870967742,720.8,0.0,0.6314,0.5741274415626001,,0.5741274415626001,s2,60.0,29.59658175,1,1,1,341.0,206.0,453.0,62.0,717.0,8.041,agreste_saa,1,1,479.3,9.936765232974912,60.61120967741935,292.20000000000005,19.09279569892473,67.9958870967742,0
2024,08,Ardennes,FR_08,49.608,4.661,9.271048387096776,6.229831989247312,12.54433025177026,728.0,0.0,0.7146,0.360784564873356,,0.360784564873356,s2,22.0,20.70948525,1,1,1,341.0,206.0,453.0,62.0,717.0,6.016,agreste_saa,1,1,568.5,10.962240143369174,58.803870967741936,319.0,17.239220430107526,67.36516129032258,0
2010,09,Ariège,FR_09,42.9765,1.5750000000000002,10.873634095021467,6.512591237172835,16.016584871919818,298.5,0.0,0.71055,,0.71055,0.71055,modis,,,1,0,1,249.0,375.0,376.0,64.0,711.0,5.3,agreste_saa,3,1,282.69999999999993,11.645328857838344,67.90116293785469,153.0,20.411082805825743,75.75815218516652,0
2011,09,Ariège,FR_09,42.9765,1.5750000000000002,13.405136528130516,8.669070109570773,18.872492304109244,217.5,0.0,0.7202500000000001,,0.7202500000000001,0.7202500000000001,modis,,,1,0,1,249.0,375.0,376.0,64.0,711.0,4.7,agreste_saa,3,1,177.9,13.93634961230869,69.85709496946441,225.2,18.86477936879018,79.53860757450644,0
2012,09,Ariège,FR_09,42.9765,1.5750000000000002,12.35079773487604,8.030291754469493,17.36849770807674,326.29999999999995,0.0,0.7343500000000001,,0.7343500000000001,0.7343500000000001,modis,,,1,0,1,249.0,375.0,376.0,64.0,711.0,5.7,agreste_saa,3,1,186.9,12.365665910577604,67.71526115595996,108.5,20.48270894788594,78.06241562750469,0
2013,09,Ariège,FR_09,42.9765,1.5750000000000002,12.02619819038305,7.91108017567053,16.79845270226849,359.1,0.0,0.75375,,0.75375,0.75375,modis,,,1,0,1,249.0,375.0,376.0,64.0,711.0,5.1,agreste_saa,3,1,317.3,10.510177388980011,63.40241265614631,196.9,20.23927357793647,72.00907932281298,0
2014,09,Ariège,FR_09,42.9765,1.5750000000000002,13.511210562240873,8.71601485698887,19.08074602799385,257.6,0.0,0.7307,,0.7307,0.7307,modis,,,1,0,1,249.0,375.0,376.0,64.0,711.0,5.096,agreste_saa,3,1,319.4,12.29494739504085,67.95734577685604,184.0,20.29512276360868,77.47508771233991,0
2015,09,Ariège,FR_09,42.9765,1.5750000000000002,12.479857083785868,7.658124715899707,18.120548228397205,288.4,0.0,0.6906000000000001,,,0.6906000000000001,modis,,,1,0,1,249.0,375.0,376.0,64.0,711.0,5.299,agreste_saa,4,1,227.5,13.099503500036084,73.8301912885135,121.4,22.133582329686494,83.56567515948123,0
2016,09,Ariège,FR_09,42.9765,1.5750000000000002,12.51107710033271,7.6431008313203375,18.2696831681522,205.6,0.0,0.7225,,,0.7225,modis,,,1,0,1,249.0,375.0,376.0,64.0,711.0,5.497,agreste_saa,4,1,278.3,11.66178721812521,67.01400537907199,95.2,20.273532388663966,75.53242643170356,0
2017,09,Ariège,FR_09,42.9765,1.5750000000000002,11.301540431560593,6.774064024390244,16.68317742292522,355.8,0.0,0.7307,,,0.7307,modis,,,1,0,1,249.0,375.0,376.0,64.0,711.0,4.8,agreste_saa,4,1,203.8,13.175353817822186,71.60567073307584,117.7,21.343376068376067,82.2128135902187,0
2018,09,Ariège,FR_09,42.9765,1.5750000000000002,13.154104123536122,8.72391318243126,18.220471689648985,275.2,0.0,0.7816000000000001,0.9158492320213824,,0.9158492320213824,s2,43.0,7.605773,1,1,1,249.0,375.0,376.0,64.0,711.0,4.0,agreste_saa,1,1,362.2,12.4021227289581,71.55608627344724,216.40000000000003,21.465181623931624,80.13673143473756,0
2019,09,Ariège,FR_09,42.9765,1.5750000000000002,12.905090321980392,8.301502927241325,18.15497860361395,403.3,0.0,0.73925,0.8652249594421213,,0.8652249594421213,s2,40.0,18.5933105,1,1,1,249.0,375.0,376.0,64.0,711.0,5.699,agreste_saa,1,1,244.4,11.870468677732667,69.01431038690882,115.7,21.76963399503722,79.15067402327244,0
2020,09,Ariège,FR_09,42.9765,1.5750000000000002,12.353431451612904,7.575813339776754,17.68406004930395,451.7,0.0,0.7697,0.8826276385950079,,0.8826276385950079,s2,31.0,6.668798499999999,1,1,1,249.0,375.0,376.0,64.0,711.0,3.495,agreste_saa,1,1,366.3,13.761813080794049,72.65184118861717,133.2,20.57260775277853,82.43065474793922,0
2021,09,Ariège,FR_09,42.9765,1.5750000000000002,11.718297491039426,7.2353987455197135,17.16236111111111,822.45,0.0,0.7585,0.6824908332867481,,0.6824908332867481,s2,36.0,11.57878925,1,1,1,249.0,375.0,376.0,64.0,711.0,5.0,agreste_saa,1,1,437.7,11.435454002389486,66.10655913978495,531.3,20.515421146953408,75.33720430107527,0
2022,09,Ariège,FR_09,42.9765,1.5750000000000002,13.708454301075268,8.840165770609318,19.250416666666663,778.0,0.0,0.7072499999999999,0.4697267398224106,,0.4697267398224106,s2,54.0,13.130043,1,1,1,249.0,375.0,376.0,64.0,711.0,4.6,agreste_saa,1,1,696.1,13.102772934224546,76.05399980625788,339.6,23.165851254480287,85.64002131163421,0
2023,09,Ariège,FR_09,42.9765,1.5750000000000002,13.698897849462366,8.399247311827956,19.680806451612906,875.6,0.0,0.694,0.4792952532622476,,0.4792952532622476,s2,72.0,2.80615375,1,1,1,249.0,375.0,376.0,64.0,711.0,4.54,agreste_saa,1,1,786.8,12.67016129032258,70.78598566308244,674.5,21.561944444444443,81.13437275985663,0
2024,09,Ariège,FR_09,42.9765,1.5750000000000002,12.261368716563378,8.129190933047301,17.171538581227818,1017.4,0.0,0.7949,0.6166661715870442,,0.6166661715870442,s2,18.0,9.95728025,1,1,1,249.0,375.0,376.0,64.0,711.0,5.3,agreste_saa,1,1,1376.5,12.406344086021504,68.8191577060932,482.2000000000001,21.04307347670251,79.30517921146954,0
2010,10,Aube,FR_10,48.3,4.185,7.983411971448732,4.353189366400288,11.680884107217963,151.5,0.0,0.2654999999999999,,0.2654999999999999,0.2654999999999999,modis,,,1,0,1,337.0,157.0,506.0,70.0,362.0,7.76,agreste_saa,3,1,84.9,10.191620303401209,62.80204227451022,52.6,19.511846496106784,69.5985539024172,1
2011,10,Aube,FR_10,48.3,4.185,11.130156337161214,6.80320762508484,15.818441342009807,116.9,0.0,0.5,,0.5,0.5,modis,,,1,0,1,337.0,157.0,506.0,70.0,362.0,7.459999999999999,agreste_saa,3,1,34.6,12.782645102180092,65.3151504723656,77.3,17.709151061173536,73.76623742888735,1
2012,10,Aube,FR_10,48.3,4.185,9.692174057713274,5.799018730861404,13.794103994696668,133.1,0.0,0.3563,,0.3563,0.3563,modis,,,1,0,1,337.0,157.0,506.0,70.0,362.0,7.55,agreste_saa,3,1,107.0,10.955460323574732,58.94992329047341,91.7,17.60086206896552,68.06810510865523,1
2013,10,Aube,FR_10,48.3,4.185,9.89588816341797,6.133564131642711,13.689523796388244,125.9,0.0,0.4954,,0.4954,0.4954,modis,,,1,0,1,337.0,157.0,506.0,70.0,362.0,7.687,agreste_saa,3,1,169.1,8.698903162797686,59.81441045059353,47.3,19.140615186982583,64.37793986235823,0
2014,10,Aube,FR_10,48.3,4.185,10.89012520576253,6.725401762715974,14.964988315503604,71.9,0.0,0.4909,,0.4909,0.4909,modis,,,1,0,1,337.0,157.0,506.0,70.0,362.0,8.3,agreste_saa,3,1,11.1,10.952517796817212,62.72516595340954,40.1,18.892070744288876,70.64169487902939,1
2015,10,Aube,FR_10,48.3,4.185,10.590018949409483,6.3873831519787405,14.722650919342096,97.2,0.0,0.5546,,,0.5546,modis,,,1,0,1,337.0,157.0,506.0,70.0,362.0,8.870000000000001,agreste_saa,4,1,46.1,10.489395624768262,64.63134168544346,2.4000000000000004,19.951335470085468,71.37085781447573,1
2016,10,Aube,FR_10,48.3,4.185,9.186505376344083,4.845823180699231,13.720778234290329,65.7,0.0,0.3813499999999999,,,0.3813499999999999,modis,,,1,0,1,337.0,157.0,506.0,70.0,362.0,4.63,agreste_saa,4,1,51.4,9.53452250774558,59.61074426490114,45.7,18.378588370832205,65.36074426490114,1
2017,10,Aube,FR_10,48.3,4.185,9.460381652661065,5.580850606073712,13.455687014120931,66.4,0.0,0.32885,,,0.32885,modis,,,1,0,1,337.0,157.0,506.0,70.0,362.0,7.55,agreste_saa,4,1,45.3,11.308350666901696,64.50824128138015,114.1,19.97667528549881,73.87840257170272,1
2018,10,Aube,FR_10,48.3,4.185,10.64025492652099,5.916372772523335,15.527154276557262,78.2,0.0,0.3202,0.3376543311281392,,0.3376543311281392,s2,35.0,12.0489875,1,1,1,337.0,157.0,506.0,70.0,362.0,7.8,agreste_saa,1,1,164.7,11.754484881904238,70.9046912048525,16.799999999999997,20.951666666666668,77.16678797904605,0
2019,10,Aube,FR_10,48.3,4.185,10.587441908146529,6.830559927426935,14.451210461888213,88.1,0.0,0.51675,0.2550869949867296,,0.2550869949867296,s2,19.0,4.6575585,1,1,1,337.0,157.0,506.0,70.0,362.0,8.2,agreste_saa,1,1,83.69999999999999,10.378607314942762,64.10231770127406,26.6,20.65967064245053,72.45516322972934,1
2020,10,Aube,FR_10,48.3,4.185,10.789002613240418,6.354797171254504,15.093950786571256,78.5,0.0,0.3873,0.3617728531855955,,0.3617728531855955,s2,26.0,8.758233,1,1,1,337.0,157.0,506.0,70.0,362.0,8.449,agreste_saa,1,1,56.2,12.032797031902604,65.6949193548387,11.9,18.73834677419355,73.57508464409491,1
2021,10,Aube,FR_10,48.3,4.185,9.678689516129031,5.3916263440860215,14.065719086021506,126.8,0.0,0.62155,0.6862100853221031,,0.6862100853221031,s2,24.0,2.32284725,1,1,1,337.0,157.0,506.0,70.0,362.0,7.9,agreste_saa,1,1,23.7,9.05478494623656,57.78448924731183,89.69999999999999,18.807244623655915,64.77884408602151,1
2022,10,Aube,FR_10,48.3,4.185,10.99121639784946,6.667755376344086,15.100920698924732,625.1,0.0,0.3903,0.3392233408670639,,0.3392233408670639,s2,31.0,6.3512445,1,1,1,337.0,157.0,506.0,70.0,362.0,8.1,agreste_saa,1,1,34.5,11.647285383337705,67.41473249409913,217.1,20.42353494623656,75.78892604248622,1
